0,9
1,9
2,9
3,9
4,4
5,9
6,9
7,9
8,0
9,7
10,9
11,7
12,9
13,9
14,9
15,7
16,7
17,9
18,9
19,9
20,9
21,9
22,7
23,7
24,9
25,9
26,7
27,9
28,9
29,0
30,9
31,9
32,9
33,9
34,9
35,9
36,9
37,9
38,9
39,9
40,9
41,7
42,9
43,9
44,9
45,7
46,9
47,9
48,9
49,6
50,9
51,9
52,0
53,9
54,7
55,7
56,9
57,7
58,9
59,7
60,9
61,7
62,9
63,9
64,9
65,9
66,4
67,9
68,9
69,9
70,9
71,9
72,0
73,0
74,7
75,7
76,9
77,9
78,9
79,7
80,9
81,9
82,7
83,9
84,6
85,9
86,0
87,9
88,4
89,9
90,6
91,7
92,0
93,7
94,7
95,9
96,4
97,9
98,9
99,0
100,9
101,7
102,7
103,9
104,7
105,7
106,9
107,9
108,6
109,9
110,9
111,9
112,9
113,9
114,9
115,7
116,9
117,9
118,7
119,9
120,7
121,9
122,7
123,4
124,9
125,9
126,9
127,7
128,9
129,9
130,9
131,9
132,7
133,7
134,9
135,7
136,0
137,9
138,9
139,0
140,0
141,9
142,9
143,9
144,7
145,6
146,9
147,7
148,9
149,0
150,7
151,0
152,9
153,9
154,7
155,9
156,7
157,6
158,9
159,0
160,9
161,9
162,9
163,7
164,9
165,9
166,7
167,7
168,9
169,7
170,4
171,9
172,9
173,9
174,7
175,9
176,7
177,9
178,7
179,6
180,7
181,9
182,9
183,9
184,6
185,9
186,9
187,9
188,9
189,0
190,7
191,7
192,9
193,7
194,9
195,9
196,9
197,9
198,9
199,4
200,9
201,9
202,9
203,9
204,9
205,9
206,7
207,0
208,9
209,6
210,7
211,7
212,9
213,9
214,7
215,9
216,7
217,9
218,6
219,4
220,9
221,7
222,5
223,9
224,9
225,9
226,9
227,9
228,9
229,7
230,9
231,9
232,9
233,7
234,6
235,7
236,9
237,0
238,9
239,9
240,7
241,9
242,9
243,7
244,9
245,7
246,7
247,7
248,9
249,7
250,9
251,9
252,9
253,3
254,9
255,7
256,9
257,9
258,9
259,9
260,9
261,9
262,7
263,7
264,9
265,7
266,6
267,9
268,7
269,9
270,4
271,9
272,7
273,0
274,9
275,7
276,9
277,9
278,9
279,4
280,6
281,7
282,9
283,9
284,9
285,9
286,9
287,9
288,9
289,9
290,9
291,4
292,6
