0,7
1,9
2,9
3,9
4,0
5,9
6,9
7,9
8,0
9,0
10,9
11,7
12,9
13,9
14,9
15,7
16,7
17,9
18,9
19,7
20,9
21,7
22,6
23,7
24,9
25,9
26,6
27,0
28,9
29,0
30,9
31,9
32,9
33,9
34,9
35,9
36,9
37,9
38,9
39,9
40,9
41,9
42,9
43,9
44,9
45,7
46,9
47,9
48,9
49,4
50,9
51,9
52,0
53,7
54,7
55,6
56,9
57,7
58,9
59,7
60,9
61,7
62,9
63,7
64,9
65,9
66,4
67,9
68,4
69,9
70,9
71,9
72,0
73,0
74,7
75,7
76,0
77,9
78,9
79,9
80,9
81,9
82,7
83,9
84,7
85,9
86,0
87,9
88,7
89,9
90,0
91,4
92,0
93,7
94,7
95,9
96,0
97,9
98,9
99,0
100,9
101,7
102,7
103,9
104,9
105,9
106,9
107,9
108,9
109,9
110,9
111,9
112,9
113,9
114,9
115,9
116,9
117,9
118,9
119,9
120,7
121,9
122,7
123,4
124,9
125,9
126,9
127,7
128,9
129,9
130,9
131,9
132,9
133,7
134,9
135,7
136,0
137,9
138,9
139,0
140,0
141,9
142,9
143,9
144,7
145,4
146,9
147,7
148,9
149,4
150,9
151,0
152,9
153,9
154,7
155,9
156,4
157,9
158,9
159,0
160,9
161,9
162,7
163,7
164,9
165,9
166,7
167,7
168,9
169,6
170,0
171,9
172,9
173,9
174,7
175,9
176,7
177,9
178,7
179,4
180,9
181,9
182,7
183,0
184,5
185,7
186,9
187,9
188,9
189,0
190,7
191,7
192,9
193,7
194,9
195,9
196,9
197,9
198,9
199,0
200,9
201,9
202,7
203,7
204,9
205,9
206,7
207,0
208,9
209,0
210,9
211,5
212,9
213,9
214,4
215,9
216,9
217,9
218,6
219,0
220,9
221,0
222,7
223,9
224,9
225,9
226,9
227,9
228,9
229,4
230,9
231,9
232,9
233,7
234,9
235,7
236,9
237,0
238,9
239,9
240,7
241,7
242,9
243,7
244,9
245,4
246,9
247,7
248,9
249,6
250,9
251,9
252,9
253,0
254,9
255,9
256,6
257,9
258,9
259,9
260,9
261,9
262,7
263,7
264,9
265,7
266,4
267,7
268,7
269,9
270,4
271,9
272,7
273,0
274,9
275,7
276,9
277,9
278,9
279,4
280,4
281,4
282,9
283,9
284,9
285,9
286,7
287,9
288,9
289,7
290,9
291,4
292,4
293,9
294,9
295,0
296,9
297,9
298,9
299,9
300,9
301,9
302,0
303,9
304,9
305,9
306,9
307,9
308,9
309,9
310,9
311,9
312,9
313,4
314,7
315,7
316,9
317,9
318,7
319,9
320,9
321,9
322,9
323,9
324,9
325,9
326,9
327,7
328,7
329,7
330,9
331,7
332,4
333,9
334,7
335,9
336,9
337,4
338,9
339,9
340,7
341,0
342,9
343,4
344,5
345,0
346,9
347,4
348,7
349,9
350,9
351,7
352,7
353,7
354,9
355,0
356,4
357,9
358,9
359,0
360,7
361,4
362,7
363,9
364,4
365,9
366,9
367,7
368,7
369,9
370,7
371,9
372,9
373,9
374,9
375,9
376,9
377,9
378,9
379,9
380,9
381,4
382,7
383,9
384,4
385,9
386,9
387,7
388,7
389,9
390,9
391,6
392,7
393,9
394,7
395,6
396,9
397,0
398,9
399,9
400,9
401,0
402,7
403,7
404,9
405,9
406,9
407,9
408,0
409,0
410,9
411,9
412,7
413,9
414,9
415,9
416,7
417,9
418,7
419,9
420,0
421,9
422,9
423,0
424,0
425,7
426,9
427,9
428,7
429,9
430,7
431,9
432,9
433,9
434,7
435,9
436,0
437,7
438,7
439,9
440,9
441,9
442,0
443,9
444,9
445,9
446,9
447,9
448,9
449,9
450,4
451,5
452,4
453,7
454,7
455,6
456,9
457,7
458,7
459,9
460,9
461,7
462,9
463,9
464,9
465,0
466,7
467,9
468,9
469,0
470,9
471,9
472,0
473,9
474,7
475,7
476,9
477,9
478,9
479,7
480,7
481,9
482,9
483,9
484,9
485,9
486,9
487,9
488,6
489,9
490,9
491,0
492,9
493,9
494,9
495,7
496,9
497,9
498,7
499,6
500,9
501,9
502,4
503,9
504,7
505,9
506,9
507,7
508,6
509,9
510,7
511,9
512,7
513,4
514,9
515,9
516,9
517,9
518,7
519,9
520,6
521,9
522,5
523,7
524,9
525,7
526,9
527,7
