0,7
1,9
2,9
3,9
4,0
5,9
6,9
7,9
8,7
9,7
10,9
11,7
12,9
13,9
14,9
15,7
16,9
17,9
18,9
19,9
20,9
21,9
22,7
23,7
24,9
25,9
26,7
27,9
28,9
29,0
30,9
31,9
32,9
33,9
34,9
35,9
36,9
37,9
38,9
39,9
40,9
41,9
42,9
43,9
44,9
45,9
46,9
47,9
48,9
49,7
50,9
51,9
52,0
53,9
54,7
55,7
56,9
57,7
58,9
59,7
60,9
61,7
62,9
63,9
64,9
65,9
66,7
67,9
68,9
69,9
70,9
71,9
72,0
73,0
74,9
75,9
76,7
77,9
78,9
79,9
80,9
81,9
82,7
83,9
84,7
85,9
86,0
87,9
88,7
89,9
90,7
91,7
92,0
93,7
94,7
95,9
96,0
97,9
98,9
99,6
100,9
101,9
102,7
103,9
104,7
105,9
106,9
107,9
108,7
109,9
110,9
111,9
112,9
113,9
114,9
115,7
116,9
117,9
118,7
119,9
120,9
121,9
122,7
123,7
124,9
125,9
126,9
127,9
128,9
129,9
130,9
131,9
132,9
133,7
134,9
135,9
136,0
137,9
138,9
139,0
140,0
141,9
142,9
143,9
144,9
145,6
146,9
147,9
148,9
149,6
150,9
151,0
152,0
153,9
154,9
155,9
156,0
157,9
158,9
159,0
160,9
161,9
162,9
163,7
164,9
165,9
166,7
167,7
168,9
169,7
170,0
171,9
172,9
173,9
174,9
175,9
176,9
177,9
178,7
179,7
180,9
181,9
182,9
183,9
184,9
185,9
186,9
187,9
188,9
189,0
190,9
191,7
192,9
193,7
194,9
195,9
196,9
197,9
198,9
199,5
200,9
201,9
202,9
203,9
204,9
205,9
206,7
207,0
208,9
209,7
210,9
211,0
212,9
213,9
214,9
215,9
216,9
217,9
218,4
219,0
220,9
221,7
222,7
223,9
224,9
225,9
226,9
227,9
228,9
229,0
230,9
231,9
232,9
233,7
234,9
235,9
236,9
237,0
238,9
239,9
240,7
241,9
242,9
243,7
244,9
245,7
246,7
247,9
248,9
249,7
250,9
251,9
252,9
253,0
254,9
255,9
256,9
257,9
258,9
259,9
260,9
261,9
262,7
263,9
264,9
265,9
266,4
267,9
268,9
269,9
270,9
271,9
272,9
273,9
274,9
275,7
276,9
277,9
278,9
279,0
280,7
281,7
282,9
283,9
284,9
285,9
286,9
287,9
288,9
289,9
290,9
291,6
292,7
293,9
294,9
295,9
296,9
297,9
298,9
299,7
300,9
301,9
302,7
303,9
304,9
305,9
306,9
307,9
308,9
309,9
310,9
311,9
312,9
313,9
314,9
315,6
316,9
317,9
318,9
319,9
320,9
321,7
322,9
323,9
324,9
325,9
326,7
327,7
328,7
329,9
330,9
331,7
332,0
333,9
334,7
335,9
336,9
337,9
338,9
339,9
340,7
341,0
342,9
343,7
344,7
345,0
346,9
347,7
348,7
349,9
350,9
351,7
352,9
353,7
354,9
355,0
356,0
357,9
358,9
359,7
360,9
361,7
362,9
363,9
364,6
365,9
366,9
367,7
368,7
369,7
370,7
371,9
372,9
373,9
374,9
375,9
376,9
377,9
378,9
379,9
380,9
381,0
382,7
383,9
384,7
385,9
386,9
387,9
388,9
389,9
390,9
391,7
392,9
393,7
394,9
395,9
396,9
397,0
398,9
399,9
400,9
401,0
402,7
403,9
404,9
405,9
406,9
407,9
408,0
409,0
410,9
411,9
412,9
413,9
414,9
415,9
416,9
417,9
418,9
419,9
420,0
421,9
422,9
423,0
424,0
425,7
426,9
427,9
428,7
429,9
430,9
431,9
432,9
433,9
434,9
435,9
436,0
437,7
438,9
439,9
440,9
441,9
442,7
443,9
444,9
445,9
446,9
447,9
448,9
449,9
450,0
451,9
452,7
453,7
454,7
455,9
456,9
457,9
458,9
459,9
460,9
461,9
462,9
463,9
464,9
465,9
466,9
467,9
468,9
469,7
470,9
471,7
472,7
473,9
474,9
475,6
476,9
477,9
478,9
479,7
480,7
481,9
482,9
483,9
484,9
485,9
486,7
487,9
488,7
489,9
490,9
491,0
492,9
493,9
494,9
495,9
496,9
497,9
498,7
499,7
500,9
501,9
502,7
503,9
504,0
505,9
506,9
507,9
508,9
509,9
510,9
511,9
512,9
513,0
514,9
515,9
516,9
517,9
518,9
519,9
520,7
521,9
522,9
523,9
524,9
525,7
526,9
527,9
